,[User ID],[IP Address],[Country],[IP No.],[AS],[Latitude],[Longitude]
275,275,194,2,2,90,35.1667,33.3667
276,276,164,8,2,118,49.75,15.5
277,277,32,8,2,118,49.75,15.5
278,278,302,26,2,31,52.5931,19.0894
279,279,170,26,2,31,52.5931,19.0894
280,280,0,26,2,31,52.5931,19.0894
281,281,259,26,2,31,52.5931,19.0894
282,282,105,26,2,31,52.5931,19.0894
283,283,67,26,2,31,52.5931,19.0894
284,284,184,18,2,95,49.015,12.0956
285,285,182,18,2,95,49.015,12.0956
286,286,76,1,2,19,37.8668,-122.2536
287,287,334,1,2,19,37.8668,-122.2536
288,288,305,1,2,40,43.0761,-89.4104
289,289,172,1,2,40,43.0761,-89.4104
290,290,126,1,2,40,43.0761,-89.4104
291,291,101,11,2,113,49.8833,-97.1667
292,292,187,11,2,113,49.8833,-97.1667
293,293,28,1,2,6,38.6071,-121.4633
294,294,154,1,2,6,38.6071,-121.4633
295,295,84,1,2,136,41.824,-71.4128
296,296,3,6,2,36,-23.4733,-46.6658
297,297,215,6,2,27,-25.4167,-49.25
298,298,40,6,2,36,-10.0,-55.0
299,299,167,6,2,36,-10.0,-55.0
300,300,39,17,2,105,35.69,139.69
301,301,130,17,2,105,35.69,139.69
302,302,75,4,2,97,35.0,105.0
303,303,69,17,2,65,35.69,139.69
304,304,241,17,2,65,35.69,139.69
305,305,95,17,2,65,35.69,139.69
306,306,2,17,2,65,35.6345,139.5588
307,307,120,17,2,65,35.6345,139.5588
308,308,24,1,2,0,37.4419,-122.14299999999999
309,309,237,1,2,0,37.4419,-122.14299999999999
310,310,11,1,2,0,37.4419,-122.14299999999999
311,311,137,1,2,16,40.6973,-74.4052
312,312,108,1,2,57,39.0344,-94.5722
313,313,5,1,2,57,39.0344,-94.5722
314,314,47,1,2,66,42.3451,-71.0993
315,315,53,1,2,66,42.3451,-71.0993
316,316,204,11,2,98,43.8973,-78.8641
317,317,127,1,2,121,34.0522,-118.2437
318,318,252,1,2,121,34.0522,-118.2437
319,319,30,1,2,121,34.0522,-118.2437
320,320,288,1,2,121,34.0522,-118.2437
321,321,20,1,2,14,29.834,-95.4342
322,322,149,1,2,14,29.834,-95.4342
323,323,146,1,2,116,35.3471,-120.4553
324,324,180,1,2,116,35.3471,-120.4553
325,325,142,16,2,122,37.57,126.98
326,326,239,16,2,122,37.57,126.98
327,327,269,16,2,122,37.57,126.98
328,328,134,18,2,95,53.0833,8.8
329,329,144,18,2,95,53.0833,8.8
330,330,89,9,2,120,46.0553,14.5144
331,331,148,22,2,77,60.0,100.0
332,332,113,1,2,48,37.3394,-121.895
333,333,185,1,2,48,37.3394,-121.895
334,334,201,1,0,85,42.7283,-84.4882
335,335,121,1,0,85,42.7283,-84.4882
336,336,161,1,0,18,32.9722,-96.7376
337,337,316,1,0,18,32.9722,-96.7376
338,338,122,1,0,30,40.1095,-88.2123
